Contractor,total_projects,exp_years,delay_rate,mean_cost_ratio,duration_std,experience_efficiency
L. EUSEBIO ACE DEVELOPMENT CORPORATION,4,0.7200547570157426,0.8375,0.9822710967481425,50.055491403558285,0.4756536316842319
K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,4,1.3415468856947297,0.0875,0.990239182411593,21.660507603743564,0.9380464233044321
AL HUSSEIN CONSTRUCTION,4,1.5030800821355237,0.7541666666666667,0.9934171504105265,27.171912395569535,0.5356410093200045
ERRA CONSTRUCTION AND DEVELOPMENT INC. (FORMERLY ERRA CONSTRUCTION),4,2.299794661190965,0.0875,0.9948620109602668,6.195920962114713,0.9447958337317587
ROBETH CONST. AND DEV'T. CORP. (FORMERLY: ROBETH GEN. MDSE. CONST. & SUPPLY),4,0.0,0.0875,0.9974150811021559,4.146634446123507,0.9456902304654146
NUMERICAL GATE CONSTRUCTION & SUPPLY CORPORATION,4,0.0054757015742642025,0.5458333333333334,0.9983253039472679,11.414003119294623,0.6675184383549233
FE S. REYES GENERAL CONTRACTOR CORP.,4,2.0752908966461328,0.5458333333333334,0.9748001036807766,8.256938426723769,0.6688963171078168
FROMARC BUILDERS & GEN. MERCHANDISE,4,1.9712525667351128,0.17083333333333334,0.998330193391661,12.677266598624136,0.8919670958653092
BELCONSTRUCT CORPORATION,4,1.3826146475017111,0.29583333333333334,0.9927347588798765,12.385407640085653,0.8170944756617252
BERSON'S CONSTRUCTION & TRADING,4,2.004106776180698,0.0875,0.9983301247559864,36.79022982403727,0.9314431621062751
NTL BUILDERS AND DEVELOPER,4,0.9609856262833676,0.0875,0.99831265493928,10.830605989908417,0.9427730579422164
ALPIZ CONSTRUCTION & DEVELOPMENT CORPORATION,4,1.7631759069130732,0.5458333333333334,0.979801751649427,21.518341160383024,0.6631084708519981
AL-AMEN BUILDERS,4,0.34770704996577684,0.5458333333333334,0.9980434725945756,52.02704497454661,0.6497931609494861
N.D.M. SANCHEZ BUILDERS & DEVELOPMENT CORPORATION,4,1.9548254620123204,0.17083333333333334,0.9982468987457196,32.746344794844596,0.8832080873781522
"N.N. YU CONSTRUCTION, INC. (FORMERLY: YU CONSTRUCTION)",4,1.998631074606434,0.5458333333333334,0.9981720006560987,19.053721010715822,0.664184137038431
NABANEW CONSTRUCTION AND SUPPLY,4,2.080766598220397,0.5458333333333334,0.9956176020155273,65.9096584211522,0.6437341916329165
SHANLEY CONSTRUCTION,4,0.0,0.8375,0.998330193391661,5.119277192748948,0.4952657273572315
JEICCA BUILDERS,4,1.9876796714579055,0.0875,0.9970291161127494,17.731932008165245,0.9397610225823695
CONTE BUILDERS & CONSTRUCTION SUPPLY,4,2.0123203285420943,0.6291666666666667,0.9310029227922682,10.228295647018264,0.6180359320689549
"RCDS CONSTRUCTION & SUPPLY, INC.(FOR RCDS CONST.",4,1.0650239561943875,0.8375,0.9459326925613617,47.050756376763296,0.4769650272223843
"C.R. DOMINGO CONSTRUCTION AND POWER DEVELOPMENT, INC. (FOR. C.R. DOMINGO CONSTRUCTION, INC.)",4,0.3860369609856263,0.7541666666666667,0.9982986143646915,19.300677723811432,0.5390763545122574
"WELEX CONSTRUCTION, INCORPORATED (FORMERLY WELEX C",4,1.1197809719370295,0.0875,0.9983276132071885,13.422933018262768,0.9416416549838524
WILKINSON CONSTRUCTION,4,1.998631074606434,0.29583333333333334,0.998330193391661,147.79690319257756,0.7579950777119842
FIAT CONSTRUCTION SERVICES,4,0.049281314168377825,0.0875,0.9870090497948368,2.1899186155606447,0.9465442253723696
OMENGAN CONSTRUCTION & DEVELOPMENT CORPORATION,4,0.07939767282683094,0.8375,0.9958388287269963,7.607476803652227,0.4941797700802427
GCLT CONSTRUCTION INCORPORATED (FORMERLY: GCLT CONSTRUCTION),4,1.1991786447638604,0.0875,0.9881206773007163,1.1319204977995476,0.9470059812339124
"GENESIS88 CONSTRUCTION INC. / GEMMA CONSTRUCTION SUPPLY, INC.(FORMERLY:GEMMA CON",4,0.6078028747433265,0.8375,0.998330193391661,51.48443960192468,0.4750299772605048
C.B. GARAY PHILWIDE BUILDERS,4,0.07665982203969883,0.6291666666666667,0.9904280336034822,29.49006640462366,0.6096292672538608
F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,4,0.9883641341546886,0.0875,0.9967804427539058,6.799831645537222,0.9445322611476139
F-DEY CONSTRUCTION AND TRADING / JERRY R. SANTIAGO CONSTRUCTION CORP. (FORMERLY: JERRY SANTIAGO CONSTRUCTION),4,1.1416837782340863,0.0875,0.9924630746086405,29.870689014324224,0.9344631471841608
EQUI-PARCO CONSTRUCTION COMPANY / TRIPARCO DEVELOPMENT CORPORATION,4,0.3613963039014374,0.8375,0.9891515024500231,56.86507748972298,0.47268163557461607
ALFREGO BUILDERS & SUPPLY,4,0.9911019849418207,0.0875,0.9800661782237665,14.042399465105918,0.9413712931958143
GREAT WALL ENGINEERING,4,0.0,0.0875,0.8926337046552864,13.410772987410606,0.9416469621440716
A.P.B. CONSTRUCTION,4,1.995893223819302,0.0875,0.9913131555314041,15.964136156188552,0.9405325646890688
DATREBIL CONSTRUCTION & SUPPLY,4,1.8672142368240932,0.8375,0.9960242987370842,43.08041407114824,0.47869785528811737
"DAUNGAN CONSTRUCTION DEV'T. & GEN. SUPPLIES CO., INC.",4,1.9603011635865846,0.0875,0.9576509913444027,13.283683848458853,0.9417024293078258
JANUARY BUILDERS,4,0.14236824093086928,0.0875,0.9983066418137052,3.977175897574406,0.9457641894609623
"CHARLZ CONSTRUCTION, INC.",4,1.434633812457221,0.29583333333333334,0.9982789926549015,7.20114407852342,0.8193571111495841
"B. VICENCIO BUILDERS (BVB), INC. (FORMERLY:B. VICENCIO CONSTRUCTION)",4,1.727583846680356,0.6291666666666667,0.9839220393469372,7.598873005855454,0.6191835251474753
REND ENTERPRISES & GENERAL CONTRACTOR,4,1.1143052703627652,0.17083333333333334,0.9893543542413998,30.67918987655244,0.8841102826507282
D.A. CADELIÑA CONSTRUCTION / GACUTAN CONSTRUCTION INC. (FORMERLY: GACUTAN CONSTRUCTION),4,1.0376454483230664,0.29583333333333334,0.9872574380241486,27.205714050492254,0.8106262568246754
MSV CONSTRUCTION AND SUPPLIES,4,0.971937029431896,0.17083333333333334,0.9772118531403676,24.04219408226369,0.8870069529373759
MRRM TRADING & CONSTRUCTION / SALMEGA BUILDERS,4,1.3634496919917864,0.0875,0.9982627765954607,12.374368670764582,0.9420992935424981
SAMJS CONSTRUCTION SERVICES,4,2.1765913757700206,0.0875,0.998242899215744,12.549463367476198,0.9420228746895963
SCATR CONSTRUCTION,4,0.0,0.29583333333333334,0.9982851096954104,27.062810740617252,0.8106886259724658
CHIARA2300 INCORPORATED / EJR BUILDERS & CONSTRUCTION SUPPLY,4,1.9849418206707734,0.0875,0.998330193391661,11.299691352453738,0.9425683289241936
SJ MILLENNIUM CONSTRUCTION AND CONSTRUCTION SUPPLY CORPORATION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),4,1.1854893908281998,0.37916666666666665,0.9980343634596882,31.770573693966863,0.7586339558346177
WORLDWIDE BUILDERS,4,1.163586584531143,0.0875,0.998329435754992,29.747126151988425,0.9345170753292064
"JT GAMOLO CONSTRUCTION, INCORPORATION (FORMERLY:J.T. GAMOLO CONSTRUCTION)",4,0.9226557152635181,0.17083333333333334,0.9872303599109501,29.369633183776646,0.8846818294888186
JTM CONSTRUCTION,4,1.8863791923340179,0.8375,0.9982362734923836,14.976319875182687,0.49096369017996017
MORNING STEEL CONSTRUCTION,4,2.0616016427104724,0.0875,0.998330193391661,27.11903758130214,0.9356640861620196
HAUSLAND CONSTRUCTION,4,1.9657768651608487,0.29583333333333334,0.9734096167799697,28.144189719076646,0.8102166656981796
HI-TONE CONSTRUCTION & DEVELOPMENT CORP. (FORMERLY / FS CO BUILDERS AND SUPPLY,4,2.108145106091718,0.29583333333333334,0.9981483065455263,8.979354110942806,0.8185810238468378
ASIAN PEARL CONSTRUCTION & DEVT. CORP.,4,0.0,0.6291666666666667,0.9874438993350465,12.886389580688181,0.616875825605816
DINAH RBS CONSTRUCTION AND SUPPLY INCORPORATED (FORMERLY: DINAH JANE CONSTRUCTION AND SUPPLY),4,1.9849418206707734,0.0875,0.998330193391661,18.267237883490605,0.9395273920857738
JC PALOMO CONSTRUCTION & CONSTRUCTION SUPPLY / C.T. LEONCIO CONSTRUCTION & TRADING,4,1.0924024640657084,0.8375,0.998330193391661,35.28364855106685,0.48210069894117696
M.R. VARGAS CONSTRUCTION CORPORATION (FORMERLY: M.R. VARGAS CONSTRUCTION),4,1.2594113620807665,0.5458333333333334,0.9983243688158491,14.206140133879124,0.6662998297288102
M.G. FRANCISCO CONSTRUCTION,4,2.1409993155373033,0.0875,0.9983296223449782,30.242940078023736,0.9343006808170253
"GOOD FORTUNE INTERNATIONAL, INC.",4,0.8487337440109514,0.5458333333333334,0.996548943306627,31.222197287033566,0.6588732908731044
PHILWORKS CONSTRUCTION & SUPPLY,4,1.0924024640657084,0.0875,0.9925741436633522,14.182574076208995,0.9413101149694736
PLANAC CONSTRUCTION,4,1.648186173853525,0.0875,0.9785187309784129,5.585575994548432,0.9450622145141114
PYRAMID CONSOLIDATED BUILDERS & GEN. MDSE. / TKS BUILDERS & SUPPLIES,4,0.0,0.8375,0.976421821926851,52.45584412271571,0.4746060145673068
EJIEV CONSTRUCTION SERVICES,4,2.21492128678987,0.7541666666666667,0.9956145596091076,31.965567922048972,0.5335488519707522
R N V CONSTRUCTION,4,0.947296372347707,0.0875,0.9983007698620003,25.767236325838205,0.9362540703433453
SURIGAO LA SUERTE CORPORATION,4,0.13415468856947296,0.29583333333333334,0.9110308409681916,18.962263276728955,0.8142240531252773
EDCL CONSTRUCTION AND SUPPLY,4,0.9691991786447639,0.0875,0.9953910732973665,22.13519719700718,0.9378392483592
AMPLEX CONSTRUCTION AND SUPPLIES,4,1.0431211498973305,0.0875,0.9048939113431024,19.21478697255806,0.9391138409285162
TCSC CORP.,4,1.0759753593429158,0.29583333333333334,0.8924902507273587,27.455638526360204,0.8105171790392449
AR ADLAWAN CONSTRUCTION,4,0.9308692676249144,0.0875,0.9981595314060197,0.0,0.9475
PRIME MOVER'S PHILS. CONSTRUCTION AND SUPPLIES INC.,4,1.242984257357974,0.0875,0.9961548555128731,14.571067811865476,0.9411405596020297
HIGH STRENGTH DEV. CORPORATION / RCUBE ENGINEERING SERVICES,4,1.0376454483230664,0.0875,0.9875147518007519,0.0,0.9475
RME CONSTRUCTION AND ENTERPRISES,4,0.999315537303217,0.0875,0.9907617646142456,3.227175897574406,0.9460915217031878
JHARKHA CONSTRUCTION AND SUPPLY,4,0.22176591375770022,0.0875,0.9982314177984957,17.753471469028646,0.9397516218356752
JJ &J CONSTRUCTION & GENERAL SUPPLY,4,0.9500342231348392,0.29583333333333334,0.9970310743440419,19.566834773033918,0.8139601921339825
888 ACY ENTERPRISES / JGO BUILDERS,4,0.08487337440109514,0.5458333333333334,0.9992626713076677,102.96898579469317,0.627559908000183
BALLESTEROS CONSTRUCTION AND SUPPLY,4,1.1334702258726899,0.0875,0.9941162210064569,19.6769948797447,0.9389121135276712
JAPUZ-JANSOL ENTERPRISES,4,2.3381245722108144,0.5458333333333334,0.9959284110566832,37.39907405045472,0.6561774363118761
JASMIG CONSTRUCTION CORPORATION (FORMERLY: JASMIG CONSTRUCTION SUPPLY),4,2.2587268993839835,0.5458333333333334,0.9845802123122244,13.89773642218627,0.6664344303667558
VICTORIANO C. LIM CONSTRUCTION CORPORATION (FORMERLY: VICTORIANO C. LIM CONSTRUCTION),4,2.088980150581793,0.37916666666666665,0.9682502687382742,26.05601518237832,0.7611280348358538
"A.T. DUMLAO CONSTRUCTION, INC. FORMERLYANDONI T. D",4,1.842573579739904,0.29583333333333334,0.9982473209168274,43.479156004773735,0.8035238271665134
WAYCON BUILDERS AND CONSTRUCTION SUPPLY CORP. (FOR:WAYCON BUILDERS & CONSTRUCTION SUPPLY) / ROMHEAD S.J. BUILDERS AND DEVELOPMENT INCORPORATED.,4,1.264887063655031,0.8375,0.9983304750211608,31.743293468206442,0.4836458620979065
"J.A. OLIVAR ENGINEERING DESIGN, CONSTRUCTION AND S",4,1.1991786447638604,0.0875,0.9962110836631026,19.005541686472576,0.9392051645667423
DELPAR CONSTRUCTION & SUPPLIES,4,2.940451745379877,0.6291666666666667,0.9641389571024829,84.51572660517404,0.5856137036093478
DENNREY CONSTRUCTION AND TRADING COMPANY,4,0.0,0.0875,0.997325017747812,26.53684992620295,0.9359181778827391
RAPID FOREMOST CONST. CO. / JAICA CONST. CORP,4,0.3203285420944558,0.29583333333333334,0.9983309017277707,39.10922679483995,0.8054310521353858
RAPIDWORKZ CONSTRUCTION & SUPPLY / STEVEN CONSTRUCTION & SUPPLY,4,1.1006160164271048,0.0875,0.9983152742013754,20.88519719700718,0.9383848020962425
RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,4,2.0342231348391513,0.8375,0.9982959494375794,14.571067811865476,0.4911405596020297
JAMJLE PROPERTIES (SUBIC) AND DEVELOPMENT CORPORAT,4,1.9767282683093772,0.0875,0.9983285578131735,4.072220240924654,0.9457227080236028
CASAN CONSTRUCTION AND TRADING,4,1.3278576317590691,0.0875,0.9983175701915477,13.174290862392073,0.9417501731097097
HKP CONSTRUCTION AND SUPPLY / A3 CONSTRUCTION & SUPPLY,4,1.0896646132785763,0.0875,0.9982634784190333,37.15385236219521,0.9312844615986232
HONEYVILLECONST AND DEVELOPMENT CORPORATION,4,2.6036960985626285,0.6291666666666667,0.9983236263767853,152.04815862069054,0.5561396470832407
MITZ CONSTRUCTION AND SUPPLY,4,1.626283367556468,0.5458333333333334,0.9983260455175114,94.52575218539204,0.6312448981188047
E.R. VENZON CONSTRUCTION,4,0.5886379192334018,0.17083333333333334,0.992803589088081,43.548717414784164,0.8784934675767653
HIGH ROCK CONSTRUCTION AND SUPPLIES INCORPORATED / JHI CONSTRUCTION & SUPPLY,4,1.5633127994524298,0.0875,0.9218762056775358,17.40337250005639,0.9399044200763612
MICKAJETTE CONSTRUCTION AND TRADING,4,2.0150581793292264,0.0875,0.9900500404073003,21.856601717798213,0.9379608394030445
AQUALINE CONSTRUCTION CORPORATION (FORMERLY: AQUALINE CONSTRUCTION) / EVERBUILT CONSTRUCTION,4,0.9418206707734429,0.17083333333333334,0.9975520654880512,6.791522986797286,0.8945358874034741
UBS UNITED BUILDERS AND SUPPLY INC.,4,2.0725530458590007,0.29583333333333334,0.9789735270349176,18.51225253157328,0.8144204571602606
UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,4,0.0,0.8375,0.9982590378825644,0.0,0.49750000000000005
ADAD ENGINEERING SERVICES & SUPPLY,4,2.0698151950718686,0.29583333333333334,0.9962261814590014,14.65937100800235,0.8161020202911135
R.G. FLORENTINO CONST. & TRADING INC.,4,1.9329226557152634,0.0875,0.9912149814272821,1.4061673228343174,0.9468862881296966
"MARCBILT CONSTRUCTION, INC.",4,1.943874058863792,0.17083333333333334,0.9971420541207376,23.891303127897284,0.8870728082366084
DJB CONSTRUCTION SERVICES,4,2.0150581793292264,0.0875,0.9738885099343728,17.98862852664204,0.9396489891864168
R.L. PACANA'S CONSTRUCTION & DEVELOPMENT,4,0.9062286105407256,0.17083333333333334,0.9976744655927431,6.524256523975939,0.8946525339775369
DQT BUILDERS CORPORATION (FORMERLY DQT BUILDERS),4,0.9144421629021219,0.0875,0.9939808419441244,6.666533968930121,0.9445904379841035
DEACONS TEMPLE CONSTRUCTION & SUPPLY,4,1.0759753593429158,0.5458333333333334,0.9965347790185506,28.26647424412896,0.6601632954744798
MBB CONSTRUCTION AND SUPPLY (FORMERLY: MBB CONSTRUCTION),4,1.002053388090349,0.8375,0.995812341941295,39.30639222042821,0.4803450006675896
R.D. POLICARPIO & COMPANY INC.,4,1.2073921971252566,0.0875,0.9983002973488045,18.213834764831844,0.9395506995025371
ECBJ EASTCOAST CONSTRUCTION,4,0.0,0.0875,0.9983276343588459,6.558899629672752,0.9446374142369163
MKB BUILDERS AND SUPPLY,4,1.9164955509924708,0.0875,0.9911706203591918,22.02659919743607,0.9378866451948011
UY CONDEV CORPORATION (FORMERLY:UY CONSTRUCTION &,4,1.6180698151950719,0.7541666666666667,0.998330193391661,36.089083948119935,0.5317491723085301
IGWT-JAV CONSTRUCTION & DEVELOPMENT CORPORATION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),4,1.0978781656399725,0.29583333333333334,0.9983133790128289,62.27132996021768,0.7953221145836772
MGT BUILDER'S & SUPPLY / R.K.X. ODIAMAR CONSTRUCTION,4,0.0,0.29583333333333334,0.9946016546587381,17.64320844494995,0.8147997453595501
MG SAMIDAN CONSTRUCTION / RM30 PSG CONSTRUCTION CORPORATION,4,1.1964407939767283,0.8375,0.9944689358088086,19.1907280699991,0.4891243412678764
MGB CONSTRUCTION & TRADING,4,5.4428473648186175,0.5458333333333334,0.9979104033792544,345.1396841229759,0.5218662044200331
DMDANAN CONSTRUCTION AND TRADING,4,0.17248459958932238,0.0875,0.9982198475020716,16.80527777333319,0.9401654543269766
INFINITUM 888 CONSTRUCTION AND DEVELOPMENT CORPORATION,4,1.1389459274469542,0.0875,0.98708600363606,11.409936665235975,0.9425202131302898
DICON BUILDERS CORP.,4,1.0677618069815196,0.37916666666666665,0.9983181588678514,39.946587146193295,0.7550655920802402
ARCONIC INC.,4,1.9055441478439425,0.7541666666666667,0.9723045758327533,49.47542878037615,0.5259067959496685
"ACCELERATED METAL TECHNOLOGY & CONSTRUCTION, INC.",4,2.2806297056810405,0.7541666666666667,0.9891349773427629,28.637824638055175,0.5350012221983529
121 CONSTRUCTION CORPORATION (FORMERLY 121 CONSTUC,4,2.0123203285420943,0.0875,0.9879058035867138,48.46363771056153,0.9263483850690634
"LOUREL DEVELOPMENT CORPORATION (FORMERLY :LOUREL D / THREE W BUILDERS, INC.",4,0.9390828199863107,0.17083333333333334,0.9828169274158406,24.86658847172692,0.8866471517854011
C.L. MORALES CONSTRUCTION AND TRADING,4,1.2073921971252566,0.0875,0.9820770680510056,12.021090983769577,0.9422534791123812
SISAM CONSTRUCTION & SUPPLIES,4,0.2546201232032854,0.0875,0.9909190385360205,5.789061227190963,0.9449734048108305
KENSAL RISE CONSTRUCTION,4,0.9856262833675564,0.0875,0.975830193391661,16.02817459305202,0.9405046155622326
FORTUNE RDC ENTERPRISES,4,1.9164955509924708,0.5458333333333334,0.9899239515805691,125.6467226861449,0.6176623687131444
NIÑAS CONSTRUCTION CORP. (FORMERLY: NINA'S CONSTRUCTION AND SUPPLIES),4,0.07665982203969883,0.17083333333333334,0.9907749558525952,11.549410759380276,0.892459340639665
"TKS BUILDERS & SUPPLIES / LEDCORE CONSTRUCTION AND DEVELOPMENT CORP,",4,0.2080766598220397,0.7541666666666667,0.9968310890738717,40.537444462722306,0.5298077165465671
ALNINO CONSTRUCTION & SUPPLY CORPORATION (FORMERLY: AL NINO CONSTRUCTION & SUPPLY),3,0.0,0.7833333333333333,0.5977733701652613,11.666666666666666,0.5249081651209367
TJMT CONSTRUCTION / VHT CAGAYAN BUILDERS CORPORATION,3,0.944558521560575,0.11666666666666665,0.9935048837058881,10.666666666666666,0.9253446081105707
GACT ENTERPRISES,3,1.4921286789869952,0.2833333333333333,0.9977294222252269,8.833333333333334,0.8261447535915662
FOURTH GENERATION T CONSTRUCTION,3,0.4024640657084189,0.2833333333333333,0.9970024177387172,9.166666666666666,0.8259992725950216
FR ESPIRITU BUILDERS AND DEVELOPMENT CORP. (FORMERLY: FR ESPIRITU JR BUILDERS),3,0.188911704312115,0.7833333333333333,0.9977735721041645,8.666666666666666,0.5262174940898386
RT BUILDERS,3,0.1697467488021903,0.11666666666666665,0.9974590743556174,0.16666666666666666,0.9299272595017277
CBC CONSTRUCTION & SUPPLY,3,1.1006160164271048,0.2833333333333333,0.9977672344158064,3.3333333333333335,0.8285451900345534
KLDS TRADING & CONSTRUCTION / OMNICON BUILDERS,3,0.07118412046543464,0.11666666666666665,0.9977414555285219,7.0,0.926944899072562
ZOTA TRADING & CONSTRUCTION,3,0.9938398357289527,0.11666666666666665,0.9975202223611482,14.666666666666666,0.9235988361520345
L.N. SALVADOR CONSTRUCTION CORP. (FOR: L.N. SALVADOR CONSTRUCTION),3,1.675564681724846,0.6166666666666667,0.9977596367753865,2.3333333333333335,0.6289816330241873
"SIM CONSTRUCTION, TRADING AND SERVICES",3,0.0,0.7833333333333333,0.9952678235330117,0.0,0.53
KYLA CONSTRUCTION SUPPLY,3,0.09856262833675565,0.7833333333333333,0.9977733380709674,5.166666666666667,0.5277450445535576
KURDZ CONSTRUCTION,3,0.7665982203969883,0.6166666666666667,0.981991407132765,31.333333333333332,0.6163247863248013
KRYPTONITE 6S BUILDERS INC.,3,1.834360027378508,0.11666666666666665,0.9900466092276775,35.333333333333336,0.9145790143662653
3-SIDES BUILDERS & TRADING CORP.,3,1.2292950034223136,0.11666666666666665,0.9975599716099923,10.0,0.92563557010366
ZF CONSTRUCTION,3,0.03559206023271732,0.2833333333333333,0.9726639782637113,41.666666666666664,0.8118148754319167
ZYRE TRADING AND CONSTRUCTION,3,0.13415468856947296,0.11666666666666665,0.984123898484301,10.0,0.92563557010366
FEREST DWAYNE CONSTRUCTION,3,1.1170431211498972,0.2833333333333333,0.905085863977997,4.5,0.8280360065466471
LAKEWOOD CONSTRUCTION COMPANY,3,2.0479123887748116,0.11666666666666665,0.9955811370937373,1.1666666666666667,0.9294908165120938
BOSH MEGATRADE AND SERVICES CO.,3,1.264887063655031,0.6166666666666667,0.9974012089291667,32.166666666666664,0.6159610838334396
CHIARA2300 INCORPORATED / BERSON'S CONSTRUCTION & TRADING,3,1.1800136892539357,0.2833333333333333,0.9977735911888813,17.333333333333332,0.8224349881796774
KANAWAY BUILDERS CORPORATION,3,0.11772758384668036,0.11666666666666665,0.9967207017402077,8.0,0.926508456082928
11-16 CONSTRUCTION / HAWK KEY CONSTRUCTION AND GENERAL MERCHANDISE CORPORATION,3,0.13689253935660506,0.11666666666666665,0.9641902578053189,0.0,0.93
"KMCM BUILDERS AND DEVELOPMENT CORPORATION / GICAR CONSTRUCTION, INC.",3,0.010951403148528405,0.7833333333333333,0.9975045939796515,0.8333333333333334,0.5296362975086383
ABRIGHT BUILDERS CORPORATION,3,1.0978781656399725,0.11666666666666665,0.9948024896015797,4.833333333333333,0.9278905255501023
ABIB BUILDERS ENTERPRISE,3,0.3066392881587953,0.11666666666666665,0.977773596903167,0.5,0.9297817785051831
VANMARVIL CONSTRUCTION,3,1.2101300479123889,0.11666666666666665,0.9928345491013393,0.6666666666666666,0.9297090380069107
VAN MAKJAY CONSTRUCTION,3,0.030116358658453114,0.11666666666666665,0.9977237980190882,11.333333333333334,0.9250536461174813
J.C. UYECIO CONSTRUCTION AND DEVELOPMENT COMPANY / A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,3,0.0,0.11666666666666665,0.9642051138740172,7.0,0.926944899072562
MIGHTY CONSTRUCTION & DEVELOPMENT INC.,3,1.2375085557837098,0.6166666666666667,0.9778205267006564,17.666666666666668,0.6222895071831327
"R-II BUILDERS, INC.",3,0.0054757015742642025,0.7833333333333333,0.9461830105830984,11.166666666666666,0.5251263866157537
TAGEL CORPORATION,3,1.0841889117043122,0.2833333333333333,0.9977924250473061,13.833333333333334,0.8239625386433964
"T2B3 BUILDERS AND SUPPLIES CORP. / RPV RED MOUNTAIN KONSTRUCT, INC.",3,0.49828884325804246,0.11666666666666665,1.010378002698854,10.333333333333334,0.9254900891071154
ARCINUE COMM'L CORPORATION / MINDALIFI CONSTRUCTION AND SUPPLY,3,0.36413415468856947,0.6166666666666667,0.9977735911888813,2.1666666666666665,0.6290543735224596
RAD CONSTRUCTION,3,2.1765913757700206,0.6166666666666667,0.9796590427194936,0.0,0.63
R2CG BUILDERS INC. (FORMERLY: RRCG 8639 BUILDERS INC.),3,0.3586584531143053,0.7833333333333333,0.9911995751990842,15.0,0.52345335515549
MG SAMIDAN CONSTRUCTION / R.S. SEPIAN CONSTRUCTION & TRUCKING,3,0.11498973305954825,0.6166666666666667,0.9977735963702287,20.0,0.62127114020732
METRO GEAR CONSTRUCTION CORP. / REPLICON CONSTRUCTION CORPORATION,3,0.37782340862423,0.7833333333333333,0.9977735297726463,0.6666666666666666,0.5297090380069106
"ITP CONSTRUCTION, INC.",3,0.05475701574264202,0.11666666666666665,0.9872857344525586,24.0,0.919525368248784
ADAMANT DEVELOPMENT CORPORATION,3,0.39698836413415467,0.11666666666666665,0.9977662548259912,10.666666666666666,0.9253446081105707
E E CONSTRUCTION,3,1.9767282683093772,0.11666666666666665,0.9977718624165185,6.166666666666667,0.9273086015639237
HHK CONSTRUCTION,3,0.9965776865160849,0.11666666666666665,0.996004776222895,26.0,0.918652482269516
QYT CONSTRUCTION AND SUPPLIES,3,0.917180013689254,0.11666666666666665,0.9747748932021755,0.5,0.9297817785051831
MARKBILT CONSTRUCTION TRADING & DEVELOPMENT CORP. (FORMERLY:MARKBILT CONSTRUCTION),3,1.160848733744011,0.11666666666666665,0.9977739038969021,4.833333333333333,0.9278905255501023
JA.VI CONSTRUCTION,3,0.24093086926762491,0.11666666666666665,0.9938315226463127,12.5,0.924544462629575
DEKM CONSTRUCTION,3,2.020533880903491,0.6166666666666667,0.9975664491643633,54.666666666666664,0.6061411165666746
ARVEA'S CONSTRUCTION,3,0.03559206023271732,0.11666666666666665,0.9973293461517755,2.8333333333333335,0.9287634115293703
DANYSONS CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY: DANYSONS CONSTRUCTION) / JWU CONSTRUCTION AND SUPPLY,3,1.0266940451745379,0.2833333333333333,0.9976900154350345,32.666666666666664,0.8157428623386226
BAMBOE CONSTRUCTION,3,0.188911704312115,0.11666666666666665,0.9974526376174527,4.833333333333333,0.9278905255501023
R.O. BUILDERS & DEVELOPMENT CORPORATION,3,0.06844626967830253,0.11666666666666665,0.9977733772092895,0.0,0.93
R.N.G.M. CONSTRUCTION CORPORATION (FORMERLY: R.N.G.M. CONSTRUCTION),3,0.06570841889117043,0.11666666666666665,0.9977735911888813,26.666666666666668,0.9183615202764267
AREMAR CONSTRUCTION CORPORATION,3,2.2477754962354553,0.11666666666666665,0.8843298314039654,5.666666666666667,0.9275268230587406
ST. TIMOTHY CONSTRUCTION CORPORATION / ELITE GENERAL CONTRACTOR AND DEVELOPMENT CORP.,3,0.04380561259411362,0.7833333333333333,0.9917999908123659,4.166666666666667,0.5281814875431917
E.T. LATAWAN CONSTRUCTION,3,1.7713894592744694,0.6166666666666667,0.9977295045902418,2.1666666666666665,0.6290543735224596
ULTIMATE BUILDER'S & CONST. SUPPLY,3,0.9637234770704997,0.6166666666666667,0.9964620860600751,35.5,0.6145062738679928
HUSAIN CONSTRUCTION AND SUPPLY CO.,3,0.974674880219028,0.6166666666666667,0.9857782709456324,51.166666666666664,0.6076686670303936
IOS CONSTRUCTION SERVICES,3,0.09856262833675565,0.11666666666666665,0.9977735911888813,9.5,0.925853791598477
BNR CONSTRUCTION & DEVELOPMENT CORP.,3,1.2402464065708418,0.11666666666666665,0.9972940767519954,4.5,0.928036006546647
BMK CONSTRUCTION CORPORATION (FORMERLY B.M.K. CONSTRUCTION) / ROYAL CROWN MONARCH CONSTRUCTION & SUPPLIES CORP.,3,0.5941136208076659,0.7833333333333333,0.9977771402106278,32.5,0.515815602836895
BLACK ROAD CONSTRUCTION,3,0.9144421629021219,0.6166666666666667,0.9625724827713729,58.666666666666664,0.6043953446081386
